loc,fowP,foL,foW,pkPctg,ppPctg,sf,sa,satp,ozf,dzf,spsv,hit,bks,tka,gva,wol
1,41.37,34,24,100,0,26,36,42,17,22,101.23,16,19,3,11,1
1,53.65,19,22,100,0,28,27,46.84,5,11,86.96,19,13,2,8,0
0,46.34,22,19,100,0,27,28,53.16,11,5,113.04,13,21,8,9,1
0,49.05,27,26,100,0,32,40,57.94,14,9,102.8,17,17,6,11,1
1,50.94,26,27,0,0,40,32,42.06,9,14,97.2,17,21,9,18,0
1,50,25,25,100,28.57,26,33,40,7,11,96.55,22,15,13,16,1
1,43.75,36,28,83.33,20,23,21,61.11,18,12,92.86,24,17,8,5,0
0,56.25,28,36,80,16.66,21,23,38.89,12,18,107.14,13,24,5,2,1
0,40.84,42,29,40,0,31,38,51.06,17,14,103.67,11,11,5,9,0
1,48.21,29,27,33.33,33.33,37,35,47.67,9,14,99.38,17,12,11,11,0
0,51.78,27,29,66.66,66.66,35,37,52.33,14,9,100.62,23,13,6,10,1
1,59.15,29,42,100,60,38,31,48.94,14,17,96.33,30,19,7,9,1
0,43.1,33,25,80,0,28,40,37.65,7,18,114.29,22,15,8,2,1
0,50,25,25,71.42,0,33,26,60,11,7,103.45,21,17,6,8,0
1,52.38,30,33,100,14.28,31,27,55.88,13,11,103.83,18,13,8,8,1
0,50.87,28,29,100,0,25,34,45.35,17,17,115.79,19,14,4,5,1
0,47.61,33,30,85.71,0,27,31,44.12,11,13,96.17,17,9,7,1,0
1,56.89,25,33,100,20,40,28,62.35,18,7,85.71,26,9,5,4,0
1,49.12,29,28,100,0,34,25,54.65,17,17,84.21,29,10,4,4,0
0,49.18,31,30,85.71,0,35,22,56.94,10,16,95.19,31,19,12,10,1
0,51.56,31,33,50,50,25,31,44.59,14,16,115.83,14,15,1,12,1
1,48.43,33,31,50,50,31,25,55.41,16,14,84.17,16,13,4,18,0
1,50.81,30,31,100,14.28,22,35,43.06,16,10,104.81,24,13,8,15,0
1,46.29,29,25,100,0,44,28,57.39,21,17,107.5,14,15,13,5,1
0,50,26,26,100,0,27,29,46.39,9,17,104.71,16,17,7,6,1
1,55.76,23,29,100,0,32,31,49.46,11,15,102.38,9,18,6,8,1
1,50,26,26,100,0,29,27,53.61,17,9,95.29,14,11,8,17,0
1,50,36,36,0,0,45,36,52.27,22,16,100.94,31,16,12,16,0
0,50,36,36,100,100,36,45,47.73,16,22,99.06,26,18,8,17,1
0,53.7,25,29,100,0,28,44,42.61,17,21,92.5,14,14,6,8,0
0,42.1,33,24,75,25,32,32,47.67,13,15,105.09,15,12,4,10,1
1,57.89,24,33,75,25,32,32,52.33,15,13,94.91,19,14,10,17,0
0,44.23,29,23,100,0,31,32,50.54,15,11,97.62,6,12,6,4,0
1,49.2,32,31,66.66,0,39,30,50.72,9,13,101.33,24,12,5,5,0
0,50.79,31,32,100,33.33,30,39,49.28,13,9,98.67,15,21,6,5,1
1,64.81,19,35,100,0,31,28,47.66,14,15,103.85,30,27,6,17,1
0,43.24,42,32,100,50,21,36,44.21,20,17,98.98,26,11,9,17,0
1,42.1,33,24,100,40,26,33,44.44,8,13,101.71,17,17,14,4,1
0,57.89,24,33,60,0,33,26,55.56,13,8,98.29,31,14,8,2,0
0,35.18,35,19,100,0,28,31,52.34,15,14,96.15,41,16,6,16,0
1,56.75,32,42,50,0,36,21,55.79,17,20,101.02,15,15,15,11,1
1,55.55,24,30,75,0,24,36,42.65,16,10,94.45,17,7,10,18,0
0,44.44,30,24,100,25,36,24,57.35,10,16,105.55,27,9,6,3,1
0,45.61,31,26,100,20,34,23,66.25,16,8,100.47,12,15,9,7,1
1,47.54,32,29,50,0,37,27,56.25,15,14,96.4,13,12,10,11,0
1,55.55,28,35,66.66,0,34,26,47.89,20,12,95.24,23,9,5,5,0
1,54.38,26,31,80,0,23,34,33.75,8,16,99.53,34,22,4,16,0
1,48.05,40,37,50,0,27,31,50.91,23,15,106,24,20,11,18,1
1,50.76,32,33,100,0,34,30,53.33,27,16,92.31,15,11,15,15,0
1,54.92,32,39,100,25,31,39,46,14,20,102.03,23,15,15,12,1
1,53.22,29,33,100,0,20,30,48.04,17,14,92.5,11,21,9,20,0
0,44.26,34,27,100,50,25,36,44.79,19,13,87.1,21,9,8,17,0
0,51.94,37,40,100,50,31,27,49.09,15,23,94,15,25,9,8,0
1,55.73,27,34,50,0,36,25,55.21,13,19,112.9,22,16,2,17,1
0,46.77,33,29,100,0,30,20,51.96,14,17,107.5,8,17,10,15,1
1,44.89,27,22,100,0,38,31,49.45,13,12,98.92,23,16,9,13,1
0,45.07,39,32,75,0,39,31,54,20,14,97.97,18,16,12,10,0
0,52.45,29,32,100,50,27,37,43.75,14,15,103.6,22,15,9,10,1
0,44.44,35,28,100,33.33,26,34,52.11,12,20,104.76,12,11,1,1,1
0,55.1,22,27,100,0,31,38,50.55,12,13,101.08,19,8,8,5,0
0,49.23,33,32,100,0,30,34,46.67,16,27,107.69,14,12,5,7,1
0,47.05,27,24,33.33,50,29,35,38.14,8,14,92.42,26,20,8,8,0
1,58.18,23,32,100,33.33,28,38,44.83,6,12,101.09,29,22,2,23,1
1,52.94,24,27,50,66.66,35,29,61.86,14,8,107.58,16,13,9,10,1
0,41.81,32,23,66.66,0,38,28,55.17,12,6,98.91,50,15,3,8,0
1,34.92,41,22,100,0,25,38,41.86,13,17,102.86,15,12,7,6,0
0,41.66,35,25,60,0,19,28,45.71,12,15,88.38,16,16,4,13,0
1,58.33,25,35,100,40,28,19,54.29,15,12,111.62,22,8,8,10,1
0,57.97,29,40,80,25,32,52,40.78,11,28,108.64,19,10,7,10,0
0,65.07,22,41,100,0,38,25,58.14,17,13,97.14,20,7,10,8,1
1,42.02,40,29,75,20,52,32,59.22,28,11,91.36,23,17,7,13,1
0,54.16,22,26,50,0,36,25,50.62,11,15,105.65,31,11,9,15,1
1,45.83,26,22,100,50,25,36,49.38,15,11,94.35,27,5,10,11,0
1,55.31,21,26,100,0,20,32,44.33,11,14,105.08,15,20,8,22,1
0,44.68,26,21,100,0,32,20,55.67,14,11,94.92,22,16,12,12,0
1,50.74,33,34,50,25,36,35,47.97,24,14,100.42,34,21,16,21,1
0,49.25,34,33,75,50,35,36,52.03,14,24,99.58,37,21,8,10,0
1,45.28,29,24,75,33.33,26,28,47.37,14,12,96.79,12,20,10,11,0
0,54.71,24,29,66.66,25,28,26,52.63,12,14,103.21,12,17,12,4,1
0,48.57,36,34,100,0,26,34,42.11,15,18,104.35,37,19,2,10,0
1,51.42,34,36,100,0,34,26,57.89,18,15,95.65,30,5,4,13,1
0,53.96,29,34,62.5,66.66,25,40,46.25,11,9,91.67,16,15,10,4,0
1,51.51,32,34,66.66,0,34,32,53.66,21,14,101.68,25,9,4,8,0
1,54.92,32,39,83.33,60,34,35,40.22,11,23,100.47,32,20,10,12,1
0,42.37,34,25,100,33.33,21,29,40,9,13,105.96,37,12,4,13,1
0,38.33,37,23,50,0,38,34,58.62,17,17,96.43,27,14,5,13,0
1,57.62,25,34,66.66,0,29,21,60,13,9,94.04,26,12,11,15,0
0,56.66,26,34,50,0,36,26,61.68,20,16,95.45,26,15,2,4,0
1,61.66,23,37,100,50,34,38,41.38,17,17,103.57,15,21,17,24,1
0,45.07,39,32,40,16.66,35,34,59.78,23,11,99.53,27,8,4,6,0
1,51.85,26,28,80,16.66,32,24,46.88,7,14,94.12,16,12,9,9,0
0,48.48,34,32,100,33.33,32,34,46.34,14,21,98.32,17,10,5,3,1
1,46.03,34,29,33.33,37.5,40,25,53.75,9,11,108.33,15,11,11,3,1
0,53.84,24,28,100,0,39,38,57.84,20,11,106.93,8,11,3,12,1
0,48.14,28,26,83.33,20,24,32,53.13,14,7,105.88,12,13,5,11,1
1,43.33,34,26,100,50,26,36,38.32,16,20,104.55,21,30,9,23,1
1,46.15,28,24,100,0,38,39,42.16,11,20,93.07,20,17,8,19,0
0,54.23,27,32,100,20,28,26,39.02,10,14,98.25,11,23,4,1,1
1,45.76,32,27,80,0,26,28,60.98,14,10,101.75,16,13,1,6,0
1,48.52,35,33,66.66,0,41,38,46.32,13,15,105.99,15,14,8,11,1
0,51.47,33,35,100,33.33,38,41,53.68,15,13,94.01,24,16,6,8,0
1,54.71,24,29,50,0,47,25,69.52,21,6,85.28,33,7,20,23,0
0,45.28,29,24,100,50,25,47,30.48,6,21,114.72,27,22,12,6,1
1,46.77,33,29,0,0,34,28,54.08,18,18,96,25,13,9,7,0
0,53.22,29,33,100,0,28,34,45.92,18,18,104,27,12,12,3,1
0,57.14,24,32,100,0,26,32,41.18,15,15,96.74,18,15,1,5,0
0,45.45,42,35,100,25,41,31,50.82,29,21,96.55,16,23,9,15,0
0,41.33,44,31,100,0,30,31,52.81,30,15,96.76,27,13,3,12,0
1,44.82,32,26,100,25,33,25,39.81,11,22,100.2,20,21,3,6,1
0,45.83,26,22,66.66,33.33,25,26,50.67,10,7,96.86,27,7,11,8,0
1,58.66,31,44,100,0,31,30,47.19,15,30,103.24,20,22,4,12,1
1,42.85,32,24,100,0,32,26,58.82,15,15,103.26,23,12,4,5,1
1,54.16,22,26,66.66,33.33,26,25,49.33,7,10,103.14,36,11,17,10,1
0,55.17,26,32,75,0,25,33,60.19,22,11,99.8,22,14,6,1,0
1,54.54,35,42,75,0,31,41,49.18,21,29,103.45,17,15,7,19,1
0,31.03,40,18,100,33.33,26,38,50,17,9,93.55,16,14,7,9,0
1,68.96,18,40,66.66,0,38,26,50,9,17,106.45,26,25,9,15,1
0,36.2,37,21,100,33.33,37,30,48.04,8,16,96.73,24,18,5,15,1
1,63.79,21,37,66.66,0,30,37,51.96,16,8,103.27,35,16,11,11,0
0,43.13,29,22,50,0,30,27,56.76,13,10,99.7,17,13,5,1,0
1,56.86,22,29,100,50,27,30,43.24,10,13,100.3,16,14,6,4,1
0,41.93,36,26,50,50,26,33,54.02,16,17,105.2,21,19,6,11,0
1,58.06,26,36,50,50,33,26,45.98,17,16,94.8,30,22,12,12,1
1,51.72,28,30,0,0,33,20,52.75,17,8,101.29,23,18,9,3,1
0,52.63,27,30,100,66.66,36,31,49.52,16,11,98.69,27,19,9,15,1
1,47.36,30,27,33.33,0,31,36,50.48,11,16,101.31,20,12,8,13,0
0,48.27,30,28,100,100,20,33,47.25,8,17,98.71,38,11,15,16,0
1,47.69,34,31,75,20,39,27,47.31,15,19,95.24,22,16,3,14,0
1,47.54,32,29,75,16.66,38,31,53.09,10,13,99.17,21,16,10,11,1
0,39.43,43,28,75,33.33,49,19,71.13,27,9,99.29,21,9,0,3,1
1,60.56,28,43,66.66,25,19,49,28.87,9,27,100.71,24,15,0,8,0
0,52.3,31,34,80,25,27,39,52.69,19,15,104.76,36,16,4,9,1
0,52.45,29,32,83.33,25,31,38,46.91,13,10,100.83,16,8,5,6,0
0,49.15,30,29,50,0,28,22,50,13,17,118.08,18,15,4,11,1
1,48.43,33,31,33.33,40,45,37,53.54,13,13,93.1,36,11,3,8,0
1,52.23,32,35,50,40,39,38,54.72,20,17,97,10,10,5,17,1
1,51.66,29,31,100,33.33,42,29,55.29,13,11,94.18,24,15,12,8,0
0,54.34,21,25,100,0,22,41,45.95,12,13,100,8,15,4,7,0
0,55.88,30,38,100,0,44,43,53.33,19,19,99.75,14,6,10,6,0
1,53.44,27,31,50,20,33,27,52.27,14,7,78.26,25,6,11,15,0
1,45.65,25,21,100,0,41,22,54.05,13,12,100,16,17,4,6,1
0,40.62,38,26,50,0,29,33,43.84,10,19,105.26,22,13,11,7,0
1,56.89,25,33,100,0,27,26,51.85,11,21,95.67,18,11,3,5,0
0,51.56,31,33,60,66.66,37,45,46.46,13,13,106.9,13,14,7,4,1
0,42.62,35,26,100,0,28,32,52.7,24,15,87.5,15,12,5,2,0
1,57.37,26,35,100,0,32,28,47.3,15,24,112.5,14,10,9,5,1
0,44.44,30,24,0,0,31,25,51.06,21,10,92.41,23,16,8,6,0
1,50.84,29,30,100,50,22,28,50,17,13,81.92,16,10,6,13,0
1,45.45,30,25,33.33,0,34,32,58.62,13,12,102.22,18,7,5,15,0
1,55.55,24,30,100,100,25,31,48.94,10,21,107.59,20,14,6,17,1
0,43.1,33,25,100,0,26,27,48.15,21,11,104.33,18,16,3,5,1
1,44.11,38,30,100,0,43,44,46.67,19,19,100.25,13,18,8,13,1
0,48.33,31,29,66.66,0,29,42,44.71,11,13,105.82,16,14,8,4,1
0,54.54,25,30,100,66.66,32,34,41.38,12,13,97.78,11,15,5,7,1
0,47.76,35,32,60,50,38,39,45.28,17,20,103,19,20,3,12,0
1,59.37,26,38,100,50,33,29,56.16,19,10,94.74,24,12,7,17,1
0,46.55,31,27,80,50,27,33,47.73,7,14,121.74,17,18,20,14,1
0,45.45,42,35,100,20,30,29,44.83,19,17,90.91,17,17,6,12,0
1,54.54,35,42,80,0,29,30,55.17,17,19,109.09,20,9,5,10,1
1,60.56,28,43,33.33,0,38,36,64.55,22,22,98.92,21,11,3,15,0
1,52.54,28,31,100,33.33,40,29,60.42,20,11,109.67,11,8,18,2,1
0,47.45,31,28,66.66,0,29,40,39.58,11,20,90.33,32,16,9,1,0
0,39.43,43,28,100,66.66,36,38,35.45,22,22,101.08,18,27,4,10,1
0,51.38,35,37,66.66,0,30,42,34.74,16,20,105.64,45,19,6,14,1
1,48.61,37,35,100,33.33,42,30,65.26,20,16,94.36,24,7,14,21,0
1,53.57,39,45,50,66.66,29,35,43.37,15,23,103.97,13,12,11,12,1
1,54.41,31,37,100,50,36,25,62.22,20,13,85.71,20,15,6,6,0
0,50.81,30,31,100,40,39,30,55.95,17,11,102.93,14,8,10,4,1
1,67.92,17,36,100,0,32,29,50.6,19,11,97.29,15,6,3,12,0
1,49.18,31,30,60,0,30,39,44.05,11,17,97.07,16,20,6,10,0
0,55.93,26,33,0,50,31,28,38.64,11,24,100,21,17,4,12,1
0,46.42,45,39,33.33,50,35,29,56.63,23,15,96.03,26,13,3,5,0
0,32.07,36,17,100,0,29,32,49.4,11,19,102.71,15,18,3,3,1
0,45.58,37,31,50,0,25,36,37.78,13,20,114.29,21,21,2,1,1
1,44.06,33,26,50,100,28,31,61.36,24,11,100,15,9,9,17,0
0,52,24,26,100,0,20,27,52.94,12,10,89.47,22,17,3,5,0
1,48,26,24,100,0,27,20,47.06,10,12,110.53,23,27,10,14,1
1,63.63,24,42,83.33,33.33,24,37,40.63,10,17,110.59,18,14,11,11,0
0,36.36,42,24,66.66,16.66,37,24,59.38,17,10,89.41,25,11,4,7,1
0,51.61,30,32,100,0,29,40,42.2,17,18,98.84,26,20,8,21,0
0,49.2,32,31,50,16.66,52,28,59.76,15,4,94.12,20,12,11,14,0
1,50.79,31,32,83.33,50,28,52,40.24,4,15,105.88,28,18,10,15,1
1,60.71,22,34,85.71,40,32,29,49.33,9,12,103.53,27,22,23,9,1
0,39.28,34,22,60,14.28,29,32,50.67,12,9,96.47,24,9,17,10,0
1,48.38,32,30,100,0,40,29,57.8,18,17,101.16,38,18,20,15,1
0,50,36,36,100,0,20,37,47.42,16,19,110.24,30,30,13,12,1
0,50,30,30,60,25,31,43,43.04,7,22,96.97,16,13,4,13,0
1,50,36,36,100,0,37,20,52.58,19,16,89.76,23,12,18,28,0
1,50,30,30,75,40,43,31,56.96,22,7,103.03,29,10,3,23,1
1,46.15,35,30,100,0,33,31,54.21,26,10,76.92,36,15,7,15,0
1,52.63,27,30,100,25,23,31,48.81,14,15,91.59,14,18,3,8,0
0,50,28,28,100,0,33,25,54.12,16,13,102.44,10,14,4,6,1
1,57.4,23,31,50,0,39,32,55.96,19,9,97.71,24,15,2,9,0
1,57.97,29,40,60,0,36,38,49.44,19,17,100,26,21,2,5,0
1,50,28,28,100,0,25,33,45.88,13,16,97.56,30,15,10,4,0
1,56.45,27,35,100,50,24,31,42.65,4,16,106.14,11,18,9,18,1
0,43.54,35,27,50,0,31,24,57.35,16,4,93.86,10,11,5,15,0
0,42.02,40,29,100,40,38,36,50.56,17,19,100,14,15,6,9,1
0,53.84,30,35,100,0,31,33,45.79,10,26,123.08,27,19,3,14,1
0,47.36,30,27,75,0,31,23,51.19,15,14,108.41,15,18,10,3,1
0,42.59,31,23,100,50,32,39,44.04,9,19,102.29,23,17,11,3,1
0,56.66,26,34,100,33.33,28,32,44.71,21,12,97.26,30,16,3,10,1
1,58.49,22,31,100,0,34,36,50.89,18,14,107.81,25,15,4,10,1
0,41.5,31,22,0,0,36,34,49.11,14,18,92.19,12,13,8,7,0
1,43.33,34,26,66.66,0,32,28,55.29,12,21,102.74,26,15,12,13,0
1,54.09,28,33,66.66,16.66,21,30,38.24,12,14,133.46,18,19,6,9,1
0,49.15,30,29,0,0,24,20,53.62,14,16,88.89,22,8,0,2,0
1,50.84,29,30,100,0,20,24,46.38,16,14,111.11,28,10,5,10,1
0,45.9,33,28,83.33,33.33,30,21,61.76,14,12,66.54,17,9,4,6,0
0,58.06,26,36,66.66,60,31,39,43.48,12,16,95,27,16,7,11,1
1,41.93,36,26,40,33.33,39,31,56.52,16,12,105,21,17,9,11,0
0,52.94,24,27,100,0,20,33,43.48,14,14,93.38,15,6,2,11,0
1,47.05,27,24,100,0,33,20,56.52,14,14,106.62,12,11,6,16,1
0,41.07,33,23,66.66,0,36,42,49,16,16,97.14,20,11,8,6,0
1,58.92,23,33,100,33.33,42,36,51,16,16,102.86,24,15,13,10,1
0,51.56,31,33,75,0,30,28,48.35,15,25,107.69,34,14,5,11,1
0,47.61,33,30,100,0,29,22,51.81,14,14,102.45,20,14,3,13,1
1,48.43,33,31,100,25,28,30,51.65,25,15,92.31,42,16,2,18,0
0,48.48,34,32,100,0,28,35,42.55,11,24,107.69,22,18,20,14,1
1,52.38,30,33,100,0,22,29,48.19,14,14,97.55,23,13,11,15,0
0,55.38,29,36,100,40,32,37,38.46,7,18,102.46,19,20,3,7,1
1,31.81,45,21,100,25,28,28,48.84,19,14,112.15,20,16,6,13,1
1,44.61,36,29,60,0,37,32,61.54,18,7,97.54,36,11,3,14,0
0,68.18,21,45,75,0,28,28,51.16,14,19,87.85,19,12,7,5,0
1,51.51,32,34,100,0,35,28,57.45,24,11,92.31,19,12,23,20,0
0,49.39,42,41,60,0,30,36,44.32,17,24,100.46,13,14,7,0,0
1,50.72,34,35,0,0,21,30,47.31,19,18,95.71,25,11,3,11,0
0,44.92,38,31,100,0,42,25,51.58,23,16,100,22,19,5,19,0
1,54.16,33,39,80,14.28,33,32,43.33,15,15,94.74,21,15,8,13,1
0,47.27,29,26,66.66,25,39,30,50.62,17,12,106.9,24,13,8,5,1
0,64.17,24,43,66.66,20,30,28,50.72,13,15,87.11,26,18,8,4,0
0,49.27,35,34,100,0,30,21,52.69,18,19,104.29,17,18,8,9,1
1,48.43,33,31,66.66,33.33,36,32,47.87,12,22,98.8,20,17,10,20,1
1,52.72,26,29,75,33.33,30,39,49.38,12,17,93.1,32,14,7,15,0
0,45.83,39,33,85.71,20,32,33,56.67,15,15,105.26,20,7,8,10,0
1,35.82,43,24,80,33.33,28,30,49.28,15,13,112.89,16,19,9,7,1
1,50.6,41,42,100,40,36,30,55.68,24,17,99.54,16,9,6,4,1
0,51.56,31,33,66.66,33.33,32,36,52.13,22,12,101.2,16,12,7,12,0
1,55.07,31,38,100,0,25,42,48.42,16,23,100,29,15,9,17,1
0,42.3,30,22,33.33,20,28,27,59.21,8,9,88.09,13,8,1,8,0
1,57.69,22,30,80,66.66,27,28,40.79,9,8,111.91,11,16,7,5,1
0,49.23,33,32,80,0,28,43,44.79,13,16,104.03,23,10,7,11,0
1,50.76,32,33,100,20,43,28,55.21,16,13,95.97,25,14,10,13,1
0,50.84,29,30,0,0,42,27,59.13,21,14,89.5,33,11,10,15,0
1,49.15,30,29,100,0,27,42,40.87,14,21,110.5,31,12,12,9,1
0,50,32,32,60,0,43,29,50.65,13,14,107.26,15,8,4,10,0
0,50.74,33,34,80,66.66,27,32,50,17,13,99.74,20,10,2,10,1
0,59.01,25,36,100,0,25,29,43.64,16,24,101.06,32,26,5,10,1
1,50,32,32,100,40,29,43,49.35,14,13,92.74,13,8,3,20,1
1,40.98,36,25,100,0,29,25,56.36,24,16,98.94,29,22,5,20,0
1,49.25,34,33,33.33,20,32,27,50,13,17,100.26,19,7,1,11,0
0,44.11,38,30,80,33.33,29,31,56.12,24,10,92.31,24,16,2,5,0
1,36.5,40,23,100,100,31,24,54.32,20,9,105.47,25,11,10,13,1
1,55.88,30,38,66.66,20,31,29,43.88,10,24,107.69,18,19,9,13,1
1,40,27,18,100,0,20,30,38.75,6,21,106.25,11,16,4,2,1
1,61.19,26,41,33.33,20,45,32,69.23,21,11,98.29,35,4,4,5,1
0,38.8,41,26,80,66.66,32,45,30.77,11,21,101.71,28,20,5,9,0
1,51.66,29,31,100,0,30,34,45.95,7,14,112.67,11,16,14,13,1
0,48.33,31,29,100,0,34,30,54.05,14,7,87.33,20,7,2,11,0
0,60,18,27,100,0,30,20,61.25,21,6,93.75,8,8,1,3,0
0,63.49,23,40,0,0,24,31,45.68,9,20,94.53,24,10,6,10,0
0,41.37,34,24,66.66,100,24,37,47.92,13,13,95.23,18,14,12,14,0
1,46.15,35,30,66.66,25,28,26,50,14,18,121.05,21,19,16,16,1
1,58.62,24,34,0,33.33,37,24,52.08,13,13,104.77,15,11,20,16,1
0,53.84,30,35,75,33.33,26,28,50,18,14,78.95,34,16,9,5,0
1,51.66,29,31,100,25,27,33,50,13,14,93.75,22,14,3,18,0
0,48.33,31,29,75,0,33,27,50,14,13,106.25,14,22,5,6,1
1,47.36,30,27,0,0,19,30,31.11,14,16,102.8,28,19,7,16,1
0,52.63,27,30,100,0,30,19,68.89,16,14,97.2,27,10,6,11,0
1,46.05,41,35,33.33,66.66,44,38,60,21,13,88.82,15,13,7,7,0
0,53.94,35,41,33.33,66.66,38,44,40,13,21,111.18,22,29,2,8,1
1,52.11,34,37,50,0,29,37,45.38,22,25,101.14,27,19,8,12,0
0,47.88,37,34,100,50,37,29,54.62,25,22,98.86,17,22,5,14,1
1,49.01,26,25,50,0,30,21,51.9,4,11,91.67,28,12,5,6,0
0,50.98,25,26,100,50,21,30,48.1,11,4,108.33,28,19,1,1,1
0,47.72,23,21,0,0,32,33,50,19,13,100.12,16,13,5,8,1
0,40.57,41,28,66.66,25,18,40,38.03,12,15,101.09,19,20,9,11,0
1,32.65,33,16,100,50,21,33,46.15,9,6,99.01,20,12,13,10,1
0,67.34,16,33,50,0,33,21,53.85,6,9,100.99,17,9,11,8,0
0,45.16,34,28,100,33.33,25,39,40.96,12,21,108.64,29,11,16,7,1
1,52.45,29,32,100,0,31,41,41.3,14,23,105.26,21,21,21,16,1
1,54.83,28,34,66.66,0,39,25,59.04,21,12,91.37,30,16,15,7,0
1,50,26,26,100,0,32,27,55.26,15,9,95,19,12,3,8,0
0,38.88,33,21,0,33.33,35,29,50.59,15,15,100,32,12,2,12,0
1,52.27,21,23,100,0,33,32,50,13,19,99.88,18,10,6,13,0
0,47.54,32,29,100,0,41,31,58.7,23,14,94.74,22,15,8,14,0
0,48.48,34,32,100,0,29,37,45.45,21,20,115.66,21,15,9,8,1
0,50,26,26,100,0,27,32,44.74,9,15,105,15,18,4,8,1
0,50,33,33,66.66,0,30,28,53.41,15,7,103.24,22,18,4,11,0
1,51.51,32,34,100,0,37,29,54.55,20,21,84.34,24,15,10,2,0
1,59.42,28,41,75,33.33,40,18,61.97,15,12,98.91,20,15,7,6,1
1,65.38,18,34,100,0,38,30,50.96,16,11,95.18,16,25,20,14,0
0,34.61,34,18,100,0,30,38,49.04,11,16,104.82,21,15,23,7,1
1,50,33,33,100,33.33,28,30,46.59,7,15,96.76,24,23,7,11,1
1,61.11,21,33,66.66,100,29,35,49.41,15,15,100,32,6,5,19,1
1,46.77,33,29,50,66.66,34,29,47.5,16,18,98.94,18,11,17,16,1
0,53.22,29,33,33.33,50,29,34,52.5,18,16,101.06,23,6,7,14,0
1,37.03,34,20,100,50,19,32,41.18,8,16,103.33,26,17,5,10,0
0,62.96,20,34,50,0,32,19,58.82,16,8,96.67,18,13,5,5,1
1,63.63,20,35,100,25,29,14,59.76,13,9,110.53,15,10,5,7,1
0,36.36,35,20,75,0,14,29,40.24,9,13,89.47,13,23,6,7,0
1,33.33,44,22,83.33,25,27,29,48.68,17,13,108.75,18,18,15,13,1
0,66.66,22,44,75,16.66,29,27,51.32,13,17,91.25,29,15,14,13,0
1,42.85,28,21,100,0,26,29,44.21,11,13,97.62,18,19,7,13,0
1,59.61,21,31,100,50,25,31,44.44,15,9,91.3,23,15,6,7,0
1,50,33,33,75,20,33,35,50,14,12,96.15,25,15,5,14,1
0,43.33,34,26,66.66,0,28,31,48.19,11,12,100.65,17,15,7,13,0
0,57.14,21,28,100,0,29,26,55.79,13,11,102.38,6,11,4,4,1
1,56.66,26,34,100,33.33,31,28,51.81,12,11,99.35,30,15,12,19,1
0,50,33,33,80,25,35,33,50,12,14,103.85,23,17,5,17,0
0,40.38,31,21,50,0,31,25,55.56,9,15,108.7,16,11,5,8,1
0,39.43,43,28,100,0,35,41,52.21,17,19,103.85,25,28,6,11,1
1,52.38,30,33,80,0,24,43,45.78,12,16,97.88,23,13,1,17,0
1,60.56,28,43,100,0,41,35,47.79,19,17,96.15,17,22,5,16,0
0,47.61,33,30,100,20,43,24,54.22,16,12,102.12,13,7,4,4,1
1,43.75,36,28,66.66,0,34,42,47.41,16,15,109.75,13,16,18,11,1
0,47.54,32,29,50,0,20,35,33.33,18,11,104.33,11,15,5,13,0
1,52.45,29,32,100,50,35,20,66.67,11,18,95.67,10,12,6,11,1
0,52.85,33,37,100,0,32,34,47.62,26,13,101.83,46,14,11,7,1
0,42.02,40,29,100,33.33,29,38,44.58,14,17,96.86,25,12,7,5,0
0,32.87,49,24,100,0,39,31,58.16,22,20,89.3,21,10,7,12,0
1,57.97,29,40,66.66,0,38,29,55.42,17,14,103.14,30,14,7,6,1
1,47.14,37,33,100,0,34,32,52.38,13,26,98.17,32,14,15,9,0
0,56.25,28,36,100,33.33,42,34,52.59,15,16,90.26,12,10,11,12,0
1,67.12,24,49,100,0,31,39,41.84,20,22,110.7,19,16,10,9,1
1,50,27,27,100,0,33,33,49.53,13,17,101.68,23,21,13,11,1
0,50,27,27,100,0,33,33,50.47,17,13,98.32,15,13,10,10,0
0,33.96,35,18,100,25,30,33,41.9,5,17,114.06,22,22,14,25,1
0,58.49,22,31,100,25,37,19,58.43,14,9,87.03,27,15,6,13,0
1,41.5,31,22,75,0,19,37,41.57,9,14,112.97,18,18,15,15,1
1,66.03,18,35,75,0,33,30,58.1,17,5,85.94,25,11,19,25,0
0,50.81,30,31,100,0,31,28,56.52,18,12,90.81,27,10,3,14,0
1,49.18,31,30,100,0,28,31,43.48,12,18,109.19,24,17,8,20,1
1,44.26,34,27,100,0,36,29,52.33,21,12,93.85,22,17,7,4,0
1,46.87,34,30,50,0,48,31,55.66,19,12,105.71,13,13,14,12,1
0,55.73,27,34,100,0,29,36,47.67,12,21,106.15,19,11,6,4,1
0,56.6,23,30,50,66.66,21,32,37.8,6,15,108.93,8,17,6,12,1
1,43.39,30,23,33.33,50,32,21,62.2,15,6,91.07,10,13,14,13,0
0,53.12,30,34,100,50,31,48,44.34,12,19,94.29,31,25,5,11,0
1,55.38,29,36,100,16.66,37,25,47.56,21,13,102.41,18,22,1,6,1
0,48.33,31,29,100,0,25,32,48,17,16,96.86,22,8,5,7,0
1,50,34,34,80,0,22,40,40,19,14,102.8,33,11,9,9,0
1,65.45,19,36,100,0,37,25,60.47,18,12,97.94,19,15,11,15,0
0,52.38,30,33,100,14.28,43,36,48.15,12,10,96.05,26,13,7,18,1
0,50,34,34,100,20,40,22,60,14,19,97.2,29,7,12,9,1
